ID,CONCEPT,DOCULECT,COUNTERPART
4864,intestines (big and small),Dogul_Dom,bìndú
4865,intestines (big and small),Gourou,kɔ̀rⁿî:
4866,intestines (big and small),Jamsay_Douentza,kɔ̀rⁿî:ⁿ
4867,intestines (big and small),Mombo,nòlè ɲóŋgò
4868,intestines (big and small),Najamba,bìndé
4869,intestines (big and small),Najamba,bìndú
4870,intestines (big and small),Nanga,bìndî
4871,intestines (big and small),Nanga,pìrèkɔ́rɔ̂
4872,intestines (big and small),Penange,nòlè
4873,intestines (big and small),Sangha_So,kɔ̀rdʒá
4874,intestines (big and small),Tebul_Ure,bɛ̀ndǎ:
4875,intestines (big and small),Tiranige,kólóndó
4876,intestines (big and small),Togo_Kan,kɔ̀rⁿí:
4877,intestines (big and small),Tommo_So,bìndú
4878,intestines (big and small),Tomo_Kan_Diangassagou,kwɛ̀lɛ̀yⁿ
4879,intestines (big and small),Tomo_Kan_Segue,kwɛ̀lɛ̀ⁿ
4880,intestines (big and small),Toro_Tegu,pùŋgúrɔ̀
4881,intestines (big and small),Toro_Tegu,pùŋúrɔ̀
4882,intestines (big and small),Yanda_Dom,pídím
4883,intestines (big and small),Yorno_So,kɔ̀ljâ:
4884,intestines (big and small),Donno_So,bìndú
4885,is it the case that ...? (yes/no interrogative),Bankan_Tey,ma
4886,is it the case that ...? (yes/no interrogative),Ben_Tey,ma
4887,is it the case that ...? (yes/no interrogative),Bunoge,yà
4888,is it the case that ...? (yes/no interrogative),Jamsay_Douentza,ma
4889,is it the case that ...? (yes/no interrogative),Mombo,gà
4890,is it the case that ...? (yes/no interrogative),Najamba,lò
4891,is it the case that ...? (yes/no interrogative),Nanga,ma
4892,is it the case that ...? (yes/no interrogative),Perge_Tegu,ma
4893,is it the case that ...? (yes/no interrogative),Tiranige,lè
4894,is it the case that ...? (yes/no interrogative),Tiranige,nì
4895,is it the case that ...? (yes/no interrogative),Togo_Kan,mà
4896,is it the case that ...? (yes/no interrogative),Tommo_So,ma
4897,is it the case that ...? (yes/no interrogative),Toro_Tegu,ma
4898,is it the case that ...? (yes/no interrogative),Yanda_Dom,mà
4899,is it the case that ...? (yes/no interrogative),Yorno_So,mǎ
4900,it is __ (with expressive adverbial),Ampari,bó
4901,it is __ (with expressive adverbial),Ben_Tey,bù
4902,it is __ (with expressive adverbial),Bunoge,bò
4903,it is __ (with expressive adverbial),Jamsay_Douentza,kɔ̀
4904,it is __ (with expressive adverbial),Najamba,bò
4905,it is __ (with expressive adverbial),Nanga,bù
4906,it is __ (with expressive adverbial),Penange,bò
4907,it is __ (with expressive adverbial),Perge_Tegu,kɔ̀
4908,it is __ (with expressive adverbial),Tebul_Ure,bù
4909,it is __ (with expressive adverbial),Tiranige,bǒ:
4910,it is __ (with expressive adverbial),Togo_Kan,kɔ̀
4911,it is __ (with expressive adverbial),Tomo_Kan_Segue,kɔ́
4912,it is __ (with expressive adverbial),Yanda_Dom,bò
4913,it is __ (with expressive adverbial),Yorno_So,kɔ̀
4914,it is __ (with expressive adverbial),Donno_So,wɔ̀
4915,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Ampari,órù
4916,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Ben_Tey,ŋ̀gó
4917,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Bunoge,ʔórì
4918,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Jamsay_Douentza,kɔ̀:rɔ́
4919,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Najamba,òndí
4920,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Najamba,òndú
4921,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Nanga,ŋ̀gó
4922,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Penange,wǒl
4923,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Perge_Tegu,ŋ̀gó
4924,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Tebul_Ure,ŋ̀gó
4925,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Tiranige,órâ
4926,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Togo_Kan,kɔ̀:rɔ́
4927,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Tomo_Kan_Segue,kɔ̀lɔ̀
4928,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Yanda_Dom,ònú
4929,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Yorno_So,kɔ̀lɔ́
4930,"it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)",Donno_So,wɔ̀-lɔ́
4931,it is straight,Ampari,tégétégé bó
4932,it is straight,Bankan_Tey,démŋ̀gá nì bù
4933,it is straight,Ben_Tey,démbù
4934,it is straight,Bunoge,téyⁿtéyⁿ bò
4935,it is straight,Jamsay_Douentza,démkɔ̀
4936,it is straight,Mombo,díwⁿbó:
4937,it is straight,Najamba,bò
4938,it is straight,Nanga,démbù
4939,it is straight,Penange,bɔ̀jɛ́bò
4940,it is straight,Perge_Tegu,démkɔ̀
4941,it is straight,Tiranige,tɛ́ⁿtɛ́wⁿ bò
4942,it is straight,Togo_Kan,dɛ́wⁿ kɔ̀
4943,it is straight,Tommo_So,démní wɔ̀
4944,it is straight,Toro_Tegu,ígú dà
4945,it is straight,Yanda_Dom,démdém bò
4946,it is straight,Yorno_So,démkɔ̀
4947,it is straight,Donno_So,těŋ→ wɔ̀
4948,it isn't straight,Ampari,tégétégé órù
4949,it isn't straight,Bankan_Tey,démŋ̀gá ŋ̀gó
4950,it isn't straight,Ben_Tey,démŋ̀gó
4951,it isn't straight,Bunoge,téyⁿtéyⁿ ʔórì
4952,it isn't straight,Jamsay_Douentza,démkɔ̀:rɔ́
4953,it isn't straight,Mombo,díwⁿólì
4954,it isn't straight,Najamba,òndí
4955,it isn't straight,Nanga,dém ŋ̀gó
4956,it isn't straight,Penange,bɔ̀jɛ́wǒl
4957,it isn't straight,Perge_Tegu,démŋ̀gó
4958,it isn't straight,Tiranige,tɛ́ⁿtɛ́wⁿ órà
4959,it isn't straight,Togo_Kan,dɛ́wⁿ kɔ̀:rɔ́
4960,it isn't straight,Tommo_So,démní òndú
4961,it isn't straight,Toro_Tegu,ígúŋ̀gó
4962,it isn't straight,Yanda_Dom,démdém ònú
4963,it isn't straight,Yorno_So,démkɔ̀lɔ́
4964,it isn't straight,Donno_So,těŋ→ wɔ̀-lɔ́
4965,kill,Ampari,gíyɔ̀
4966,kill,Bangime,ɥúúrá
4967,kill,Bankan_Tey,jâ
4968,kill,Bankan_Tey,jɛ́
4969,kill,Ben_Tey,jìyɛ́
4970,kill,Bunoge,gɛ́:wɛ̀
4971,kill,Dogul_Dom,gɛ̀wɛ́
4972,kill,Dogul_Dom,sɛ̀mɛ́
4973,kill,Gourou,wɔ̌:
4974,kill,Jamsay_Douentza,wɔ̌:
4975,kill,Jamsay_Mondoro,wɔ̌:
4976,kill,Mombo,gyɛ́:
4977,kill,Najamba,jìyɛ́
4978,kill,Najamba,gìyɛ́
4979,kill,Nanga,jìyɛ́
4980,kill,Nanga,gìyɛ́
4981,kill,Penange,gíyɛ́
4982,kill,Perge_Tegu,wɔ̌:
4983,kill,Sangha_So,dǎj
4984,kill,Sangha_So,dáá
4985,kill,Tebul_Ure,jàlí
4986,kill,Tebul_Ure,jɛ̌
4987,kill,Tiranige,jɛ́yɔ́
4988,kill,Togo_Kan,dàrⁿá
4989,kill,Tommo_So,dàá
4990,kill,Tomo_Kan_Diangassagou,dɛ̀lɛ̀
4991,kill,Tomo_Kan_Segue,dɛ̀lɛ̀
4992,kill,Toro_Tegu,wɔ̌w
4993,kill,Toro_Tegu,wɔ̌:
4994,kill,Yanda_Dom,jàlí
4995,kill,Yanda_Dom,jɛ́
4996,kill,Yorno_So,dǎy
4997,kill,Yorno_So,dǎ:
4998,kill,Donno_So,dǎ:
4999,kill,Donno_So,dá-ỳ
5000,knee,Ampari,kùjù
5001,knee,Bangime,bʷèɛ́ kǔmbɛ́
5002,knee,Bankan_Tey,kízì
5003,knee,Ben_Tey,sínjì:
5004,knee,Ben_Tey,síŋgì:
5005,knee,Bunoge,kúnjúgà
5006,knee,Dogul_Dom,kúɲjù
5007,knee,Gourou,nèŋé
5008,knee,Jamsay_Douentza,nɛ̀ŋɛ́
5009,knee,Jamsay_Douentza,nɛ̀ŋɛ̀ béré
5010,knee,Jamsay_Mondoro,nɛ̀ŋɛ́
5011,knee,Mombo,kúnjúgà
5012,knee,Najamba,nà:kínjìŋgè
5013,knee,Najamba,nà:kínjì:
5014,knee,Nanga,kùnjòkúnjô
5015,knee,Penange,kùnjùgà
5016,knee,Perge_Tegu,nìŋgé
5017,knee,Sangha_So,jóŋgóró
5018,knee,Tebul_Ure,kúndú
5019,knee,Tiranige,kúnjúgɔ́
5020,knee,Togo_Kan,nèŋèrèkúⁿ
5021,knee,Tommo_So,ànù yóŋóló
5022,knee,Tomo_Kan_Diangassagou,ɲùŋgòlòkùⁿ
5023,knee,Tomo_Kan_Segue,ɲùŋgòlò
5024,knee,Toro_Tegu,nìŋó
5025,knee,Yanda_Dom,kúnzú
5026,knee,Yorno_So,yúŋóló
5027,knee,Donno_So,yóŋùnù
5028,"know (a fact, defective verb)",Ampari,ɛ́yⁿ
5029,"know (a fact, defective verb)",Bangime,sórè
5030,"know (a fact, defective verb)",Bunoge,ʔɛ̀yⁿ
5031,"know (a fact, defective verb)",Najamba,tígà
5032,"know (a fact, defective verb)",Penange,ɛ́ɲɔ̀ bò
5033,"know (a fact, defective verb)",Tiranige,yèy
5034,"know (a fact, defective verb)",Togo_Kan,í:ⁿ wɔ̂
5035,"know (a fact, defective verb)",Tommo_So,íí
5036,"know (a fact, defective verb)",Toro_Tegu,ùkú
5037,"know (a fact, defective verb)",Yorno_So,ígì
5038,"know (a fact, defective verb)",Dogul_Dom,tígà
5039,"know (a fact, defective verb)",Donno_So,ìgù wɔ́
5040,know (a fact) (regular verb),Ampari,ɛ́yⁿ
5041,know (a fact) (regular verb),Bangime,sórè
5042,know (a fact) (regular verb),Bankan_Tey,zùwá
5043,know (a fact) (regular verb),Ben_Tey,jùwɔ́
5044,know (a fact) (regular verb),Bunoge,ʔɛ̀yⁿ
5045,know (a fact) (regular verb),Dogul_Dom,tìgá
5046,know (a fact) (regular verb),Dogul_Dom,tìgìyɛ́
5047,know (a fact) (regular verb),Jamsay_Douentza,jùgɔ́
5048,know (a fact) (regular verb),Jamsay_Mondoro,jùgɔ́
5049,know (a fact) (regular verb),Mombo,íɲámbó
5050,know (a fact) (regular verb),Najamba,tígà
5051,know (a fact) (regular verb),Nanga,jùgɔ́
5052,know (a fact) (regular verb),Penange,ɛ́ɲɔ̀ bò
5053,know (a fact) (regular verb),Penange,yáré
5054,know (a fact) (regular verb),Perge_Tegu,jùgɔ́
5055,know (a fact) (regular verb),Tebul_Ure,zùgɔ́
5056,know (a fact) (regular verb),Tiranige,yèy
5057,know (a fact) (regular verb),Togo_Kan,í:ⁿ wɔ̂
5058,know (a fact) (regular verb),Tommo_So,íí
5059,know (a fact) (regular verb),Toro_Tegu,ùkú
5060,know (a fact) (regular verb),Yanda_Dom,zùwàlí
5061,know (a fact) (regular verb),Yanda_Dom,zùwɔ́
5062,know (a fact) (regular verb),Yorno_So,jùgɔ́
5063,know (a fact) (regular verb),Yorno_So,ígì
5064,laugh (verb only),Bangime,m máà
5065,laugh (verb only),Bankan_Tey,màní
5066,laugh (verb only),Ben_Tey,màní
5067,laugh (verb only),Bunoge,mándè
5068,laugh (verb only),Dogul_Dom,màndɛ́
5069,laugh (verb only),Gourou,mɔ̀wⁿɔ́
5070,laugh (verb only),Jamsay_Douentza,mɔ̀wⁿɔ́
5071,laugh (verb only),Jamsay_Mondoro,mɔ̀wⁿɔ́
5072,laugh (verb only),Mombo,mándú mándè
5073,laugh (verb only),Najamba,màndè
5074,laugh (verb only),Najamba,màndí
5075,laugh (verb only),Nanga,màndí
5076,laugh (verb only),Penange,mándé
5077,laugh (verb only),Perge_Tegu,mɔ̌:ⁿ
5078,laugh (verb only),Sangha_So,mǒj mɔ́nɛ́
5079,laugh (verb only),Tebul_Ure,màndí
5080,laugh (verb only),Tiranige,mándó
5081,laugh (verb only),Togo_Kan,mɔ̌:
5082,laugh (verb only),Tommo_So,mòmó
5083,laugh (verb only),Tomo_Kan_Diangassagou,mòmè
5084,laugh (verb only),Tomo_Kan_Segue,mɔ̀mɛ̀
5085,laugh (verb only),Toro_Tegu,mɔ̌m
5086,laugh (verb only),Toro_Tegu,mɔ̌:
5087,laugh (verb only),Yanda_Dom,màndàlí
5088,laugh (verb only),Yanda_Dom,màndú
5089,laugh (verb only),Yorno_So,mɔ̌:
5090,laugh (verb only),Donno_So,mò:-ndó
5091,laugh (verb only),Donno_So,mó:-nd-ì
5092,leaf (of plant),Ampari,kòwá
5093,leaf (of plant),Bangime,pʷéɛ̀ⁿ
5094,leaf (of plant),Bankan_Tey,jɛ̀ndɛ̂:
5095,leaf (of plant),Bankan_Tey,gɛ̀ndɛ̂:
5096,leaf (of plant),Ben_Tey,jɛ̀lɛ̂y
5097,leaf (of plant),Ben_Tey,jɛ̀lɛ̂:
5098,leaf (of plant),Ben_Tey,jìjɛ̀lɛ̂y
5099,leaf (of plant),Ben_Tey,jìjɛ̀lɛ̂:
5100,leaf (of plant),Bunoge,kóbà
5101,leaf (of plant),Dogul_Dom,kíl
5102,leaf (of plant),Dogul_Dom,kómbò
5103,leaf (of plant),Gourou,kúrɔ́
5104,leaf (of plant),Jamsay_Douentza,kúrɔ́
5105,leaf (of plant),Mombo,kúbɛ̀
5106,leaf (of plant),Najamba,kòmbá
5107,leaf (of plant),Najamba,kòmbáŋgó
5108,leaf (of plant),Nanga,úwâ
5109,leaf (of plant),Penange,kɔ̀bɛ̀
5110,leaf (of plant),Perge_Tegu,kúrɔ́
5111,leaf (of plant),Sangha_So,líjɛ́
5112,leaf (of plant),Tebul_Ure,kúlá
5113,leaf (of plant),Tiranige,kómbá
5114,leaf (of plant),Togo_Kan,kúrɔ́
5115,leaf (of plant),Tommo_So,núyɔ́
5116,leaf (of plant),Tomo_Kan_Segue,kɔ̀w
5117,leaf (of plant),Toro_Tegu,kɔ̀tɔ́
5118,leaf (of plant),Yanda_Dom,kùlà
5119,leaf (of plant),Yorno_So,lɛ̂:
5120,leaf (of plant),Donno_So,núŋɔ̀
5121,"left (hand, etc.)",Bangime,bárà
5122,"left (hand, etc.)",Bankan_Tey,bàndǎy
5123,"left (hand, etc.)",Ben_Tey,bànǎyⁿ
5124,"left (hand, etc.)",Bunoge,nùmàgá
5125,"left (hand, etc.)",Dogul_Dom,nàndáŋ
5126,"left (hand, etc.)",Gourou,bàná
5127,"left (hand, etc.)",Jamsay_Douentza,bàná
5128,"left (hand, etc.)",Mombo,ná:gà
5129,"left (hand, etc.)",Najamba,nàndǎ:
5130,"left (hand, etc.)",Najamba,nàndɛ̌:
5131,"left (hand, etc.)",Nanga,bàrìyɛ́
5132,"left (hand, etc.)",Penange,nwá:gá
5133,"left (hand, etc.)",Perge_Tegu,bàlá
5134,"left (hand, etc.)",Sangha_So,nàná
5135,"left (hand, etc.)",Tebul_Ure,bàndá
5136,"left (hand, etc.)",Tiranige,nɔ́:ndɔ́
5137,"left (hand, etc.)",Togo_Kan,nàná
5138,"left (hand, etc.)",Tommo_So,nààndá
5139,"left (hand, etc.)",Toro_Tegu,bàrⁿíyⁿà
5140,"left (hand, etc.)",Yanda_Dom,nàndà
5141,"left (hand, etc.)",Yorno_So,bàlàgá
5142,"left (hand, etc.)",Yorno_So,nàná
5143,"left (hand, etc.)",Donno_So,nà:ndá
5144,leg,Ampari,sò:
5145,leg,Bangime,bʷéɛ̀
5146,leg,Bangime,bʷèɛ̀
5147,leg,Bankan_Tey,ǹdɔ̀sɔ̂:
5148,leg,Ben_Tey,lɔ̀sɔ̂:
5149,leg,Bunoge,sè
5150,leg,Dogul_Dom,náágù
5151,leg,Gourou,kúwⁿ́
5152,leg,Jamsay_Douentza,kɔ́:
5153,leg,Jamsay_Mondoro,kɔ́:
5154,leg,Mombo,sí:
5155,leg,Najamba,nǎ:
5156,leg,Najamba,nà:gó
5157,leg,Nanga,lɔ̀sɔ̂
5158,leg,Penange,sígé
5159,leg,Perge_Tegu,kúwɔ́
5160,leg,Sangha_So,kúbɔ́
5161,leg,Sangha_So,kùbɔ̀ sáá
5162,leg,Tebul_Ure,lǎ:
5163,leg,Tiranige,tònjè
5164,leg,Togo_Kan,kúwɔ́
5165,leg,Togo_Kan,pàgá
5166,leg,Tommo_So,ánú
5167,leg,Tomo_Kan_Diangassagou,kùbá
5168,leg,Tomo_Kan_Diangassagou,kùbàtàgà
5169,leg,Tomo_Kan_Segue,kùbá
5170,leg,Tomo_Kan_Segue,kùbàcàndà
5171,leg,Toro_Tegu,kúwɔ́
5172,leg,Toro_Tegu,kùwɔ̀tɔ́
5173,leg,Yanda_Dom,nà:
5174,leg,Yorno_So,kúbɔ́
5175,leg,Donno_So,kúbɔ̀
5176,leg,Donno_So,ánù
5177,"lie down, go to bed",Ampari,bíyò
5178,"lie down, go to bed",Bankan_Tey,bìyé
5179,"lie down, go to bed",Ben_Tey,bìyé
5180,"lie down, go to bed",Bunoge,bí:yè
5181,"lie down, go to bed",Gourou,ìsé
5182,"lie down, go to bed",Jamsay_Douentza,ìɲé
5183,"lie down, go to bed",Jamsay_Mondoro,ìɲé
5184,"lie down, go to bed",Mombo,bí:yè
5185,"lie down, go to bed",Najamba,bǐy
5186,"lie down, go to bed",Najamba,bìyè
5187,"lie down, go to bed",Nanga,bìyé
5188,"lie down, go to bed",Penange,bíyé
5189,"lie down, go to bed",Perge_Tegu,ìnjé
5190,"lie down, go to bed",Tebul_Ure,bě
5191,"lie down, go to bed",Tiranige,bíyó
5192,"lie down, go to bed",Togo_Kan,ìmɛ́:
5193,"lie down, go to bed",Togo_Kan,ìmú ìmî:
5194,"lie down, go to bed",Tommo_So,ǹjó ǹjíyó
5195,"lie down, go to bed",Tomo_Kan_Segue,mí:
5196,"lie down, go to bed",Tomo_Kan_Segue,myɛ́ⁿ
5197,"lie down, go to bed",Toro_Tegu,ìsé
5198,"lie down, go to bed",Toro_Tegu,ìsú
5199,"lie down, go to bed",Yanda_Dom,bìyèlí
5200,"lie down, go to bed",Yanda_Dom,bìyó
5201,"lie down, go to bed",Yorno_So,dǐ:ⁿ
5202,"lie down, go to bed",Dogul_Dom,bìy-yé
5203,"lie down, go to bed",Donno_So,ùnj-é:-
5204,"lie down, go to bed",Donno_So,únj-ì-ỳ
5205,"like, similar to",Ampari,pìní
5206,"like, similar to",Bankan_Tey,gâyⁿ
5207,"like, similar to",Ben_Tey,gâyⁿ
5208,"like, similar to",Dogul_Dom,yaaŋ
5209,"like, similar to",Gourou,gín
5210,"like, similar to",Jamsay_Douentza,jín
5211,"like, similar to",Jamsay_Mondoro,jín
5212,"like, similar to",Mombo,pímá kání
5213,"like, similar to",Najamba,dân
5214,"like, similar to",Nanga,mayⁿ
5215,"like, similar to",Penange,pínà:
5216,"like, similar to",Penange,pínì:
5217,"like, similar to",Perge_Tegu,gà
5218,"like, similar to",Tiranige,tɔ̀rɔ́
5219,"like, similar to",Togo_Kan,gí:ⁿ
5220,"like, similar to",Tommo_So,géní
5221,"like, similar to",Toro_Tegu,kâyⁿ
5222,"like, similar to",Toro_Tegu,sàlá sì kàyⁿ
5223,"like, similar to",Toro_Tegu,sì kàyⁿ
5224,"like, similar to",Yanda_Dom,yɛ̀ŋ
5225,"like, similar to",Yorno_So,gín
5226,"like, similar to",Yorno_So,ŋín
5227,"like, similar to",Donno_So,gìnɛ̀
5228,liver,Ampari,kèndà
5229,liver,Bangime,kúrì kìŋɡɛ́
5230,liver,Bankan_Tey,kɛ́ndɛ̀
5231,liver,Ben_Tey,kɛ́lɛ̀
5232,liver,Ben_Tey,cɛ́lɛ̀
5233,liver,Bunoge,kìndà
5234,liver,Dogul_Dom,kíndà
5235,liver,Gourou,kɛ́nɛ̀
5236,liver,Jamsay_Douentza,cɛ́nɛ̀
5237,liver,Jamsay_Mondoro,cɛ́nɛ̀
5238,liver,Mombo,kíndá
5239,liver,Najamba,kéndà:
5240,liver,Najamba,kɛ́ndɛ̀:
5241,liver,Nanga,kɛ́ndɛ̀
5242,liver,Penange,kìndà
5243,liver,Perge_Tegu,kɛ́lɛ̀
5244,liver,Sangha_So,kíné
5245,liver,Sangha_So,kɪ́nɛ́
5246,liver,Tebul_Ure,kɛ́ndɛ́
5247,liver,Tiranige,cìndà
5248,liver,Togo_Kan,kɛ́nɛ́
5249,liver,Tommo_So,kíndɛ́
5250,liver,Tomo_Kan_Diangassagou,cándálá
5251,liver,Tomo_Kan_Segue,cándálá
5252,liver,Toro_Tegu,cɛ́lá
5253,liver,Yanda_Dom,cíndá
5254,liver,Yorno_So,kínɛ́
5255,liver,Donno_So,kìndɛ̀ gɛ̂ŋ
5256,"living, alive",Bangime,bór̃ɔ̀
5257,"living, alive",Bankan_Tey,úmá
5258,"living, alive",Bankan_Tey,úmám
5259,"living, alive",Ben_Tey,úwⁿɔ́
5260,"living, alive",Ben_Tey,úwⁿɔ́m
5261,"living, alive",Dogul_Dom,ʔḿò
5262,"living, alive",Jamsay_Douentza,ɲéyⁿ
5263,"living, alive",Mombo,málá
5264,"living, alive",Najamba,kìnjàngá:
5265,"living, alive",Najamba,kìnjàngɛ́:
5266,"living, alive",Nanga,úmá
5267,"living, alive",Penange,málá
5268,"living, alive",Perge_Tegu,núm
5269,"living, alive",Perge_Tegu,ɲémnú
5270,"living, alive",Sangha_So,ìnɛ̀ kírⁿú lé yàrá
5271,"living, alive",Sangha_So,ìnɛ̀ ɔ́wⁿɔ́
5272,"living, alive",Sangha_So,kírⁿú lé sɛ́ɛ́wù ìyárá
5273,"living, alive",Tebul_Ure,ɔ́mɔ̀mbɔ̀
5274,"living, alive",Tebul_Ure,ɔ́mɔ̀:
5275,"living, alive",Togo_Kan,ɲɛ́ɲɛ́rⁿɛ́
5276,"living, alive",Tommo_So,kínú le yɔ̂
5277,"living, alive",Toro_Tegu,bǎyⁿ dà ŋ́
5278,"living, alive",Toro_Tegu,yⁿéyⁿ
5279,"living, alive",Yorno_So,ɔ́:ⁿ
5280,long (e.g. rope),Ampari,mwɛ̀:ⁿ
5281,long (e.g. rope),Bangime,béndɛ̀
5282,long (e.g. rope),Bankan_Tey,gùrⁿǎwⁿ
5283,long (e.g. rope),Ben_Tey,gùrɔ̂w
5284,long (e.g. rope),Bunoge,gòlò
5285,long (e.g. rope),Gourou,gùrú
5286,long (e.g. rope),Jamsay_Douentza,gùrú
5287,long (e.g. rope),Jamsay_Mondoro,gùrú
5288,long (e.g. rope),Mombo,góllò
5289,long (e.g. rope),Najamba,jàláŋgó
5290,long (e.g. rope),Najamba,jàlɛ́:
5291,long (e.g. rope),Nanga,gùrɔ́
5292,long (e.g. rope),Penange,gòlò
5293,long (e.g. rope),Perge_Tegu,gùrú
5294,long (e.g. rope),Tebul_Ure,pâ:
5295,long (e.g. rope),Tebul_Ure,pâ:mbɔ̀
5296,long (e.g. rope),Tebul_Ure,pâ:ŋgɔ̀
5297,long (e.g. rope),Tiranige,yálá
5298,long (e.g. rope),Togo_Kan,gùrú
5299,long (e.g. rope),Tommo_So,pàlá
5300,long (e.g. rope),Toro_Tegu,gùrú
5301,long (e.g. rope),Yanda_Dom,zàlà
5302,long (e.g. rope),Yorno_So,pàlá
5303,long (e.g. rope),Dogul_Dom,jàlǎ-ŋ
5304,long (e.g. rope),Donno_So,pàlá
5305,"make (wage) war, fight a war",Bangime,kórè
5306,"make (wage) war, fight a war",Bangime,kóré ɲààná
5307,"make (wage) war, fight a war",Bankan_Tey,kɔ̀mbɔ́ tá
5308,"make (wage) war, fight a war",Ben_Tey,kɔ̀mbɔ́ tá
5309,"make (wage) war, fight a war",Bunoge,kûy tá:yè
5310,"make (wage) war, fight a war",Jamsay_Douentza,kɔ̀mɔ́ tá:ⁿ
5311,"make (wage) war, fight a war",Mombo,jáwⁿyⁿè
5312,"make (wage) war, fight a war",Mombo,jó:ⁿ jáwⁿyⁿè
5313,"make (wage) war, fight a war",Najamba,kɔ̀mbɛ́ tɛ́:
5314,"make (wage) war, fight a war",Najamba,tɛ̀:
5315,"make (wage) war, fight a war",Nanga,kɔ̀mbɔ́ tá:
5316,"make (wage) war, fight a war",Penange,kùyⁿ táyé
5317,"make (wage) war, fight a war",Perge_Tegu,kɔ̀mbɔ́ tá:
5318,"make (wage) war, fight a war",Tebul_Ure,zégé zèjí
5319,"make (wage) war, fight a war",Tiranige,yàŋù yáŋíyó
5320,"make (wage) war, fight a war",Togo_Kan,kɔ̀mɔ́ tá:
5321,"make (wage) war, fight a war",Tommo_So,kɔ̀mbɔ́ táá
5322,"make (wage) war, fight a war",Toro_Tegu,kɔ́mɔ́
5323,"make (wage) war, fight a war",Toro_Tegu,kɔ̀mɔ́ kɔ́m
5324,"make (wage) war, fight a war",Yanda_Dom,kɔ̀mbɔ̀ tá:
5325,"make (wage) war, fight a war",Yanda_Dom,tá:lì
5326,"make (wage) war, fight a war",Yorno_So,kɔ̀mɔ́ tá:
5327,"make (wage) war, fight a war",Dogul_Dom,kɔ̀mbɔ́ táyè
5328,"make (wage) war, fight a war",Donno_So,kɔ̀mbɔ́ tâ:
5329,"man, male person",Ampari,ìndá nàrà
5330,"man, male person",Ampari,nàrá
5331,"man, male person",Bangime,ɡʷɔ̀ⁿ
5332,"man, male person",Bankan_Tey,árⁿà
5333,"man, male person",Bankan_Tey,árⁿàm
5334,"man, male person",Ben_Tey,árⁿà
5335,"man, male person",Ben_Tey,árⁿàm
5336,"man, male person",Bunoge,nólò
5337,"man, male person",Dogul_Dom,ánà
5338,"man, male person",Dogul_Dom,nòò ánà
5339,"man, male person",Gourou,ǎn
5340,"man, male person",Gourou,ànúm
5341,"man, male person",Jamsay_Douentza,ǎn
5342,"man, male person",Jamsay_Douentza,àrⁿúm
5343,"man, male person",Jamsay_Mondoro,ǎn
5344,"man, male person",Jamsay_Mondoro,àrⁿúm
5345,"man, male person",Mombo,wálá
5346,"man, male person",Najamba,ánà:
5347,"man, male person",Najamba,ánè
5348,"man, male person",Najamba,ánì
5349,"man, male person",Nanga,árⁿâ
5350,"man, male person",Penange,wálá
5351,"man, male person",Perge_Tegu,ànú
5352,"man, male person",Perge_Tegu,ànúm
5353,"man, male person",Sangha_So,àjnɛ́
5354,"man, male person",Tebul_Ure,árⁿá
5355,"man, male person",Tebul_Ure,árⁿámbɔ̀
5356,"man, male person",Tiranige,bánágé
5357,"man, male person",Tiranige,ndàbáná
5358,"man, male person",Togo_Kan,àrⁿá
5359,"man, male person",Tommo_So,ànná
5360,"man, male person",Tomo_Kan_Diangassagou,ʔà:ⁿ
5361,"man, male person",Tomo_Kan_Diangassagou,ʔà:ⁿ wé
5362,"man, male person",Tomo_Kan_Segue,ʔà:wⁿ
5363,"man, male person",Toro_Tegu,ànú
5364,"man, male person",Toro_Tegu,àrǎm
5365,"man, male person",Yanda_Dom,án
5366,"man, male person",Yanda_Dom,ánmù
